Value,attempts,intercepted,susceptible,secure
0.44,5026,0,0,0.44
0.47,5027,0,0,0.47
0.49,5028,0,0,0.49
0.51,5029,0,0.51,0
0.53,5030,0,0.53,0
0.45,5031,0,0,0.45
0.5,5032,0,0.5,0
0.49,5033,0,0,0.49
0.5,5034,0,0.5,0
0.55,5035,0,0.55,0
0.41,5036,0,0,0.41
0.5,5037,0,0.5,0
0.51,5038,0,0.51,0
0.57,5039,0,0.57,0
0.51,5040,0,0.51,0
0.48,5041,0,0,0.48
0.46,5042,0,0,0.46
0.48,5043,0,0,0.48
0.53,5044,0,0.53,0
0.45,5045,0,0,0.45
0.4,5046,0,0,0.4
0.6,5047,0,0.6,0
0.45,5048,0,0,0.45
0.46,5049,0,0,0.46
0.52,5050,0,0.52,0
0.54,5051,0,0.54,0
0.43,5052,0,0,0.43
0.53,5053,0,0.53,0
0.55,5054,0,0.55,0
0.46,5055,0,0,0.46
0.48,5056,0,0,0.48
0.51,5057,0,0.51,0
0.51,5058,0,0.51,0
0.55,5059,0,0.55,0
0.4,5060,0,0,0.4
0.55,5061,0,0.55,0
0.52,5062,0,0.52,0
0.51,5063,0,0.51,0
0.52,5064,0,0.52,0
0.52,5065,0,0.52,0
0.42,5066,0,0,0.42
0.56,5067,0,0.56,0
0.5,5068,0,0.5,0
0.51,5069,0,0.51,0
0.47,5070,0,0,0.47
0.5,5071,0,0.5,0
0.59,5072,0,0.59,0
0.41,5073,0,0,0.41
0.45,5074,0,0,0.45
0.55,5075,0,0.55,0
0.63,5076,0,0.63,0
0.46,5077,0,0,0.46
0.5,5078,0,0.5,0
0.56,5079,0,0.56,0
0.43,5080,0,0,0.43
0.47,5081,0,0,0.47
0.47,5082,0,0,0.47
0.45,5083,0,0,0.45
0.46,5084,0,0,0.46
0.53,5085,0,0.53,0
0.5,5086,0,0.5,0
0.54,5087,0,0.54,0
0.54,5088,0,0.54,0
0.47,5089,0,0,0.47
0.52,5090,0,0.52,0
0.48,5091,0,0,0.48
0.49,5092,0,0,0.49
0.51,5093,0,0.51,0
0.47,5094,0,0,0.47
0.56,5095,0,0.56,0
0.5,5096,0,0.5,0
0.44,5097,0,0,0.44
0.54,5098,0,0.54,0
0.55,5099,0,0.55,0
0.57,5100,0,0.57,0
0.57,5101,0,0.57,0
0.42,5102,0,0,0.42
0.39,5103,0,0,0.39
0.57,5104,0,0.57,0
0.48,5105,0,0,0.48
0.52,5106,0,0.52,0
0.54,5107,0,0.54,0
0.46,5108,0,0,0.46
0.55,5109,0,0.55,0
0.59,5110,0,0.59,0
0.55,5111,0,0.55,0
0.48,5112,0,0,0.48
0.5,5113,0,0.5,0
0.49,5114,0,0,0.49
0.5,5115,0,0.5,0
0.45,5116,0,0,0.45
0.39,5117,0,0,0.39
0.51,5118,0,0.51,0
0.51,5119,0,0.51,0
0.46,5120,0,0,0.46
0.58,5121,0,0.58,0
0.44,5122,0,0,0.44
0.5,5123,0,0.5,0
0.43,5124,0,0,0.43
0.5,5125,0,0.5,0
0.47,5126,0,0,0.47
0.43,5127,0,0,0.43
0.45,5128,0,0,0.45
0.45,5129,0,0,0.45
0.55,5130,0,0.55,0
0.44,5131,0,0,0.44
0.48,5132,0,0,0.48
0.46,5133,0,0,0.46
0.47,5134,0,0,0.47
0.56,5135,0,0.56,0
0.55,5136,0,0.55,0
0.6,5137,0,0.6,0
0.52,5138,0,0.52,0
0.42,5139,0,0,0.42
0.53,5140,0,0.53,0
0.37,5141,0,0,0.37
0.56,5142,0,0.56,0
0.55,5143,0,0.55,0
0.55,5144,0,0.55,0
0.41,5145,0,0,0.41
0.64,5146,0,0.64,0
0.45,5147,0,0,0.45
0.49,5148,0,0,0.49
0.53,5149,0,0.53,0
0.52,5150,0,0.52,0
0.45,5151,0,0,0.45
0.5,5152,0,0.5,0
0.4,5153,0,0,0.4
0.49,5154,0,0,0.49
0.51,5155,0,0.51,0
0.56,5156,0,0.56,0
0.51,5157,0,0.51,0
0.43,5158,0,0,0.43
0.53,5159,0,0.53,0
0.54,5160,0,0.54,0
0.52,5161,0,0.52,0
0.49,5162,0,0,0.49
0.45,5163,0,0,0.45
0.54,5164,0,0.54,0
0.5,5165,0,0.5,0
0.55,5166,0,0.55,0
0.5,5167,0,0.5,0
0.4,5168,0,0,0.4
0.44,5169,0,0,0.44
0.51,5170,0,0.51,0
0.52,5171,0,0.52,0
0.51,5172,0,0.51,0
0.54,5173,0,0.54,0
0.46,5174,0,0,0.46
0.44,5175,0,0,0.44
0.49,5176,0,0,0.49
0.43,5177,0,0,0.43
0.45,5178,0,0,0.45
0.5,5179,0,0.5,0
0.46,5180,0,0,0.46
0.46,5181,0,0,0.46
0.48,5182,0,0,0.48
0.53,5183,0,0.53,0
0.43,5184,0,0,0.43
0.5,5185,0,0.5,0
0.56,5186,0,0.56,0
0.46,5187,0,0,0.46
0.47,5188,0,0,0.47
0.53,5189,0,0.53,0
0.52,5190,0,0.52,0
0.49,5191,0,0,0.49
0.55,5192,0,0.55,0
0.49,5193,0,0,0.49
0.46,5194,0,0,0.46
0.46,5195,0,0,0.46
0.53,5196,0,0.53,0
0.52,5197,0,0.52,0
0.43,5198,0,0,0.43
0.48,5199,0,0,0.48
0.45,5200,0,0,0.45
0.41,5201,0,0,0.41
0.44,5202,0,0,0.44
0.48,5203,0,0,0.48
0.42,5204,0,0,0.42
0.54,5205,0,0.54,0
0.5,5206,0,0.5,0
0.42,5207,0,0,0.42
0.47,5208,0,0,0.47
0.53,5209,0,0.53,0
0.49,5210,0,0,0.49
0.47,5211,0,0,0.47
0.43,5212,0,0,0.43
0.52,5213,0,0.52,0
0.54,5214,0,0.54,0
0.54,5215,0,0.54,0
0.54,5216,0,0.54,0
0.55,5217,0,0.55,0
0.51,5218,0,0.51,0
0.51,5219,0,0.51,0
0.44,5220,0,0,0.44
0.49,5221,0,0,0.49
0.54,5222,0,0.54,0
0.49,5223,0,0,0.49
0.6,5224,0,0.6,0
0.48,5225,0,0,0.48
0.54,5226,0,0.54,0
0.43,5227,0,0,0.43
0.57,5228,0,0.57,0
0.52,5229,0,0.52,0
0.48,5230,0,0,0.48
0.41,5231,0,0,0.41
0.58,5232,0,0.58,0
0.48,5233,0,0,0.48
0.48,5234,0,0,0.48
0.54,5235,0,0.54,0
0.47,5236,0,0,0.47
0.42,5237,0,0,0.42
0.51,5238,0,0.51,0
0.54,5239,0,0.54,0
0.58,5240,0,0.58,0
0.51,5241,0,0.51,0
0.53,5242,0,0.53,0
0.5,5243,0,0.5,0
0.45,5244,0,0,0.45
0.44,5245,0,0,0.44
0.45,5246,0,0,0.45
0.45,5247,0,0,0.45
0.47,5248,0,0,0.47
0.52,5249,0,0.52,0
0.5,5250,0,0.5,0
0.47,5251,0,0,0.47
0.51,5252,0,0.51,0
0.51,5253,0,0.51,0
0.45,5254,0,0,0.45
0.47,5255,0,0,0.47
0.54,5256,0,0.54,0
0.44,5257,0,0,0.44
0.52,5258,0,0.52,0
0.54,5259,0,0.54,0
0.49,5260,0,0,0.49
0.43,5261,0,0,0.43
0.5,5262,0,0.5,0
0.48,5263,0,0,0.48
0.48,5264,0,0,0.48
0.57,5265,0,0.57,0
0.48,5266,0,0,0.48
0.5,5267,0,0.5,0
0.48,5268,0,0,0.48
0.51,5269,0,0.51,0
0.53,5270,0,0.53,0
0.5,5271,0,0.5,0
0.55,5272,0,0.55,0
0.55,5273,0,0.55,0
0.57,5274,0,0.57,0
0.45,5275,0,0,0.45
0.55,5276,0,0.55,0
0.47,5277,0,0,0.47
0.46,5278,0,0,0.46
0.48,5279,0,0,0.48
0.43,5280,0,0,0.43
0.59,5281,0,0.59,0
0.5,5282,0,0.5,0
0.42,5283,0,0,0.42
0.51,5284,0,0.51,0
0.53,5285,0,0.53,0
0.5,5286,0,0.5,0
0.59,5287,0,0.59,0
0.46,5288,0,0,0.46
0.57,5289,0,0.57,0
0.4,5290,0,0,0.4
0.46,5291,0,0,0.46
0.5,5292,0,0.5,0
0.55,5293,0,0.55,0
0.53,5294,0,0.53,0
0.43,5295,0,0,0.43
0.58,5296,0,0.58,0
0.47,5297,0,0,0.47
0.5,5298,0,0.5,0
0.49,5299,0,0,0.49
0.53,5300,0,0.53,0
0.56,5301,0,0.56,0
0.39,5302,0,0,0.39
0.5,5303,0,0.5,0
0.5,5304,0,0.5,0
0.47,5305,0,0,0.47
0.5,5306,0,0.5,0
0.52,5307,0,0.52,0
0.5,5308,0,0.5,0
0.48,5309,0,0,0.48
0.43,5310,0,0,0.43
0.47,5311,0,0,0.47
0.43,5312,0,0,0.43
0.59,5313,0,0.59,0
0.54,5314,0,0.54,0
0.5,5315,0,0.5,0
0.52,5316,0,0.52,0
0.58,5317,0,0.58,0
0.44,5318,0,0,0.44
0.51,5319,0,0.51,0
0.52,5320,0,0.52,0
0.51,5321,0,0.51,0
0.52,5322,0,0.52,0
0.5,5323,0,0.5,0
0.52,5324,0,0.52,0
0.5,5325,0,0.5,0
0.52,5326,0,0.52,0
0.4,5327,0,0,0.4
0.46,5328,0,0,0.46
0.52,5329,0,0.52,0
0.45,5330,0,0,0.45
0.55,5331,0,0.55,0
0.49,5332,0,0,0.49
0.44,5333,0,0,0.44
0.54,5334,0,0.54,0
0.41,5335,0,0,0.41
0.43,5336,0,0,0.43
0.45,5337,0,0,0.45
0.55,5338,0,0.55,0
0.53,5339,0,0.53,0
0.52,5340,0,0.52,0
0.47,5341,0,0,0.47
0.47,5342,0,0,0.47
0.49,5343,0,0,0.49
0.51,5344,0,0.51,0
0.54,5345,0,0.54,0
0.48,5346,0,0,0.48
0.58,5347,0,0.58,0
0.5,5348,0,0.5,0
0.51,5349,0,0.51,0
0.5,5350,0,0.5,0
0.53,5351,0,0.53,0
0.49,5352,0,0,0.49
0.52,5353,0,0.52,0
0.52,5354,0,0.52,0
0.54,5355,0,0.54,0
0.38,5356,0,0,0.38
0.54,5357,0,0.54,0
0.46,5358,0,0,0.46
0.52,5359,0,0.52,0
0.43,5360,0,0,0.43
0.54,5361,0,0.54,0
0.46,5362,0,0,0.46
0.51,5363,0,0.51,0
0.48,5364,0,0,0.48
0.45,5365,0,0,0.45
0.57,5366,0,0.57,0
0.49,5367,0,0,0.49
0.52,5368,0,0.52,0
0.55,5369,0,0.55,0
0.49,5370,0,0,0.49
0.49,5371,0,0,0.49
0.53,5372,0,0.53,0
0.51,5373,0,0.51,0
0.56,5374,0,0.56,0
0.53,5375,0,0.53,0
0.54,5376,0,0.54,0
0.5,5377,0,0.5,0
0.51,5378,0,0.51,0
0.53,5379,0,0.53,0
0.44,5380,0,0,0.44
0.44,5381,0,0,0.44
0.43,5382,0,0,0.43
0.47,5383,0,0,0.47
0.47,5384,0,0,0.47
0.4,5385,0,0,0.4
0.54,5386,0,0.54,0
0.52,5387,0,0.52,0
0.62,5388,0,0.62,0
0.45,5389,0,0,0.45
0.48,5390,0,0,0.48
0.48,5391,0,0,0.48
0.54,5392,0,0.54,0
0.47,5393,0,0,0.47
0.52,5394,0,0.52,0
0.48,5395,0,0,0.48
0.52,5396,0,0.52,0
0.58,5397,0,0.58,0
0.52,5398,0,0.52,0
0.45,5399,0,0,0.45
0.56,5400,0,0.56,0
0.51,5401,0,0.51,0
0.55,5402,0,0.55,0
0.59,5403,0,0.59,0
0.53,5404,0,0.53,0
0.5,5405,0,0.5,0
0.5,5406,0,0.5,0
0.48,5407,0,0,0.48
0.45,5408,0,0,0.45
0.52,5409,0,0.52,0
0.54,5410,0,0.54,0
0.62,5411,0,0.62,0
0.54,5412,0,0.54,0
0.53,5413,0,0.53,0
0.44,5414,0,0,0.44
0.51,5415,0,0.51,0
0.53,5416,0,0.53,0
0.49,5417,0,0,0.49
0.5,5418,0,0.5,0
0.48,5419,0,0,0.48
0.5,5420,0,0.5,0
0.56,5421,0,0.56,0
0.51,5422,0,0.51,0
0.56,5423,0,0.56,0
0.44,5424,0,0,0.44
0.51,5425,0,0.51,0
0.5,5426,0,0.5,0
0.44,5427,0,0,0.44
0.42,5428,0,0,0.42
0.45,5429,0,0,0.45
0.43,5430,0,0,0.43
0.45,5431,0,0,0.45
0.54,5432,0,0.54,0
0.53,5433,0,0.53,0
0.45,5434,0,0,0.45
0.53,5435,0,0.53,0
0.46,5436,0,0,0.46
0.57,5437,0,0.57,0
0.55,5438,0,0.55,0
0.52,5439,0,0.52,0
0.41,5440,0,0,0.41
0.4,5441,0,0,0.4
0.5,5442,0,0.5,0
0.43,5443,0,0,0.43
0.56,5444,0,0.56,0
0.51,5445,0,0.51,0
0.51,5446,0,0.51,0
0.49,5447,0,0,0.49
0.55,5448,0,0.55,0
0.54,5449,0,0.54,0
0.51,5450,0,0.51,0
0.42,5451,0,0,0.42
0.58,5452,0,0.58,0
0.42,5453,0,0,0.42
0.53,5454,0,0.53,0
0.53,5455,0,0.53,0
0.55,5456,0,0.55,0
0.5,5457,0,0.5,0
0.47,5458,0,0,0.47
0.45,5459,0,0,0.45
0.58,5460,0,0.58,0
0.44,5461,0,0,0.44
0.48,5462,0,0,0.48
0.48,5463,0,0,0.48
0.47,5464,0,0,0.47
0.56,5465,0,0.56,0
0.51,5466,0,0.51,0
0.46,5467,0,0,0.46
0.5,5468,0,0.5,0
0.47,5469,0,0,0.47
0.48,5470,0,0,0.48
0.44,5471,0,0,0.44
0.45,5472,0,0,0.45
0.47,5473,0,0,0.47
0.52,5474,0,0.52,0
0.46,5475,0,0,0.46
0.45,5476,0,0,0.45
0.55,5477,0,0.55,0
0.51,5478,0,0.51,0
0.51,5479,0,0.51,0
0.49,5480,0,0,0.49
0.59,5481,0,0.59,0
0.53,5482,0,0.53,0
0.51,5483,0,0.51,0
0.52,5484,0,0.52,0
0.54,5485,0,0.54,0
0.57,5486,0,0.57,0
0.56,5487,0,0.56,0
0.44,5488,0,0,0.44
0.55,5489,0,0.55,0
0.47,5490,0,0,0.47
0.49,5491,0,0,0.49
0.46,5492,0,0,0.46
0.51,5493,0,0.51,0
0.5,5494,0,0.5,0
0.45,5495,0,0,0.45
0.53,5496,0,0.53,0
0.54,5497,0,0.54,0
0.51,5498,0,0.51,0
0.48,5499,0,0,0.48
0.51,5500,0,0.51,0
0.49,5501,0,0,0.49
0.47,5502,0,0,0.47
0.53,5503,0,0.53,0
0.52,5504,0,0.52,0
0.45,5505,0,0,0.45
0.53,5506,0,0.53,0
0.42,5507,0,0,0.42
0.5,5508,0,0.5,0
0.5,5509,0,0.5,0
0.47,5510,0,0,0.47
0.53,5511,0,0.53,0
0.5,5512,0,0.5,0
0.48,5513,0,0,0.48
0.55,5514,0,0.55,0
0.48,5515,0,0,0.48
0.45,5516,0,0,0.45
0.55,5517,0,0.55,0
0.48,5518,0,0,0.48
0.47,5519,0,0,0.47
0.47,5520,0,0,0.47
0.45,5521,0,0,0.45
0.56,5522,0,0.56,0
0.46,5523,0,0,0.46
0.54,5524,0,0.54,0
0.56,5525,0,0.56,0
0.56,5526,0,0.56,0
0.52,5527,0,0.52,0
0.45,5528,0,0,0.45
0.51,5529,0,0.51,0
0.57,5530,0,0.57,0
0.52,5531,0,0.52,0
0.51,5532,0,0.51,0
0.44,5533,0,0,0.44
0.58,5534,0,0.58,0
0.58,5535,0,0.58,0
0.53,5536,0,0.53,0
0.55,5537,0,0.55,0
0.55,5538,0,0.55,0
0.42,5539,0,0,0.42
0.51,5540,0,0.51,0
0.58,5541,0,0.58,0
0.52,5542,0,0.52,0
0.44,5543,0,0,0.44
0.46,5544,0,0,0.46
0.44,5545,0,0,0.44
0.5,5546,0,0.5,0
0.44,5547,0,0,0.44
0.57,5548,0,0.57,0
0.44,5549,0,0,0.44
0.48,5550,0,0,0.48
0.48,5551,0,0,0.48
0.47,5552,0,0,0.47
0.53,5553,0,0.53,0
0.47,5554,0,0,0.47
0.5,5555,0,0.5,0
0.51,5556,0,0.51,0
0.42,5557,0,0,0.42
0.49,5558,0,0,0.49
0.41,5559,0,0,0.41
0.49,5560,0,0,0.49
0.54,5561,0,0.54,0
0.47,5562,0,0,0.47
0.4,5563,0,0,0.4
0.5,5564,0,0.5,0
0.48,5565,0,0,0.48
0.47,5566,0,0,0.47
0.61,5567,0,0.61,0
0.47,5568,0,0,0.47
0.49,5569,0,0,0.49
0.53,5570,0,0.53,0
0.52,5571,0,0.52,0
0.47,5572,0,0,0.47
0.46,5573,0,0,0.46
0.54,5574,0,0.54,0
0.43,5575,0,0,0.43
0.55,5576,0,0.55,0
0.49,5577,0,0,0.49
0.5,5578,0,0.5,0
0.52,5579,0,0.52,0
0.47,5580,0,0,0.47
0.55,5581,0,0.55,0
0.45,5582,0,0,0.45
0.44,5583,0,0,0.44
0.49,5584,0,0,0.49
0.46,5585,0,0,0.46
0.58,5586,0,0.58,0
0.43,5587,0,0,0.43
0.52,5588,0,0.52,0
0.51,5589,0,0.51,0
0.52,5590,0,0.52,0
0.49,5591,0,0,0.49
0.49,5592,0,0,0.49
0.52,5593,0,0.52,0
0.56,5594,0,0.56,0
0.41,5595,0,0,0.41
0.51,5596,0,0.51,0
0.56,5597,0,0.56,0
0.61,5598,0,0.61,0
0.49,5599,0,0,0.49
0.4,5600,0,0,0.4
0.6,5601,0,0.6,0
0.51,5602,0,0.51,0
0.46,5603,0,0,0.46
0.48,5604,0,0,0.48
0.49,5605,0,0,0.49
0.49,5606,0,0,0.49
0.49,5607,0,0,0.49
0.51,5608,0,0.51,0
0.49,5609,0,0,0.49
0.47,5610,0,0,0.47
0.54,5611,0,0.54,0
0.51,5612,0,0.51,0
0.56,5613,0,0.56,0
0.51,5614,0,0.51,0
0.47,5615,0,0,0.47
0.47,5616,0,0,0.47
0.47,5617,0,0,0.47
0.5,5618,0,0.5,0
0.52,5619,0,0.52,0
0.46,5620,0,0,0.46
0.54,5621,0,0.54,0
0.55,5622,0,0.55,0
0.48,5623,0,0,0.48
0.51,5624,0,0.51,0
0.53,5625,0,0.53,0
0.54,5626,0,0.54,0
0.54,5627,0,0.54,0
0.48,5628,0,0,0.48
0.52,5629,0,0.52,0
0.52,5630,0,0.52,0
0.53,5631,0,0.53,0
0.5,5632,0,0.5,0
0.5,5633,0,0.5,0
0.48,5634,0,0,0.48
0.54,5635,0,0.54,0
0.52,5636,0,0.52,0
0.53,5637,0,0.53,0
0.6,5638,0,0.6,0
0.55,5639,0,0.55,0
0.48,5640,0,0,0.48
0.49,5641,0,0,0.49
0.52,5642,0,0.52,0
0.52,5643,0,0.52,0
0.46,5644,0,0,0.46
0.45,5645,0,0,0.45
0.52,5646,0,0.52,0
0.51,5647,0,0.51,0
0.48,5648,0,0,0.48
0.49,5649,0,0,0.49
0.47,5650,0,0,0.47
0.58,5651,0,0.58,0
0.5,5652,0,0.5,0
0.42,5653,0,0,0.42
0.41,5654,0,0,0.41
0.45,5655,0,0,0.45
0.44,5656,0,0,0.44
0.54,5657,0,0.54,0
0.62,5658,0,0.62,0
0.5,5659,0,0.5,0
0.47,5660,0,0,0.47
0.56,5661,0,0.56,0
0.56,5662,0,0.56,0
0.51,5663,0,0.51,0
0.59,5664,0,0.59,0
0.58,5665,0,0.58,0
0.44,5666,0,0,0.44
0.57,5667,0,0.57,0
0.48,5668,0,0,0.48
0.57,5669,0,0.57,0
0.55,5670,0,0.55,0
0.46,5671,0,0,0.46
0.59,5672,0,0.59,0
0.56,5673,0,0.56,0
0.46,5674,0,0,0.46
0.55,5675,0,0.55,0
0.54,5676,0,0.54,0
0.45,5677,0,0,0.45
0.52,5678,0,0.52,0
0.48,5679,0,0,0.48
0.47,5680,0,0,0.47
0.43,5681,0,0,0.43
0.4,5682,0,0,0.4
0.41,5683,0,0,0.41
0.57,5684,0,0.57,0
0.51,5685,0,0.51,0
0.5,5686,0,0.5,0
0.35,5687,0,0,0.35
0.5,5688,0,0.5,0
0.5,5689,0,0.5,0
0.54,5690,0,0.54,0
0.49,5691,0,0,0.49
0.59,5692,0,0.59,0
0.57,5693,0,0.57,0
0.51,5694,0,0.51,0
0.46,5695,0,0,0.46
0.48,5696,0,0,0.48
0.47,5697,0,0,0.47
0.57,5698,0,0.57,0
0.52,5699,0,0.52,0
0.48,5700,0,0,0.48
0.59,5701,0,0.59,0
0.41,5702,0,0,0.41
0.52,5703,0,0.52,0
0.46,5704,0,0,0.46
0.46,5705,0,0,0.46
0.57,5706,0,0.57,0
0.57,5707,0,0.57,0
0.5,5708,0,0.5,0
0.47,5709,0,0,0.47
0.51,5710,0,0.51,0
0.44,5711,0,0,0.44
0.63,5712,0,0.63,0
0.52,5713,0,0.52,0
0.55,5714,0,0.55,0
0.49,5715,0,0,0.49
0.47,5716,0,0,0.47
0.53,5717,0,0.53,0
0.55,5718,0,0.55,0
0.48,5719,0,0,0.48
0.49,5720,0,0,0.49
0.46,5721,0,0,0.46
0.49,5722,0,0,0.49
0.47,5723,0,0,0.47
0.51,5724,0,0.51,0
0.5,5725,0,0.5,0
0.49,5726,0,0,0.49
0.44,5727,0,0,0.44
0.48,5728,0,0,0.48
0.5,5729,0,0.5,0
0.51,5730,0,0.51,0
0.46,5731,0,0,0.46
0.47,5732,0,0,0.47
0.53,5733,0,0.53,0
0.46,5734,0,0,0.46
0.44,5735,0,0,0.44
0.5,5736,0,0.5,0
0.5,5737,0,0.5,0
0.5,5738,0,0.5,0
0.49,5739,0,0,0.49
0.5,5740,0,0.5,0
0.45,5741,0,0,0.45
0.55,5742,0,0.55,0
0.49,5743,0,0,0.49
0.54,5744,0,0.54,0
0.5,5745,0,0.5,0
0.57,5746,0,0.57,0
0.44,5747,0,0,0.44
0.41,5748,0,0,0.41
0.49,5749,0,0,0.49
0.44,5750,0,0,0.44
0.56,5751,0,0.56,0
0.61,5752,0,0.61,0
0.41,5753,0,0,0.41
0.47,5754,0,0,0.47
0.55,5755,0,0.55,0
0.52,5756,0,0.52,0
0.49,5757,0,0,0.49
0.43,5758,0,0,0.43
0.43,5759,0,0,0.43
0.55,5760,0,0.55,0
0.47,5761,0,0,0.47
0.48,5762,0,0,0.48
0.46,5763,0,0,0.46
0.53,5764,0,0.53,0
0.49,5765,0,0,0.49
0.47,5766,0,0,0.47
0.57,5767,0,0.57,0
0.52,5768,0,0.52,0
0.61,5769,0,0.61,0
0.53,5770,0,0.53,0
0.52,5771,0,0.52,0
0.53,5772,0,0.53,0
0.45,5773,0,0,0.45
0.44,5774,0,0,0.44
0.48,5775,0,0,0.48
0.48,5776,0,0,0.48
0.46,5777,0,0,0.46
0.57,5778,0,0.57,0
0.42,5779,0,0,0.42
0.55,5780,0,0.55,0
0.54,5781,0,0.54,0
0.47,5782,0,0,0.47
0.52,5783,0,0.52,0
0.51,5784,0,0.51,0
0.6,5785,0,0.6,0
0.48,5786,0,0,0.48
0.45,5787,0,0,0.45
0.55,5788,0,0.55,0
0.6,5789,0,0.6,0
0.52,5790,0,0.52,0
0.55,5791,0,0.55,0
0.56,5792,0,0.56,0
0.51,5793,0,0.51,0
0.54,5794,0,0.54,0
0.48,5795,0,0,0.48
0.51,5796,0,0.51,0
0.49,5797,0,0,0.49
0.54,5798,0,0.54,0
0.51,5799,0,0.51,0
0.49,5800,0,0,0.49
0.47,5801,0,0,0.47
0.48,5802,0,0,0.48
0.53,5803,0,0.53,0
0.56,5804,0,0.56,0
0.43,5805,0,0,0.43
0.52,5806,0,0.52,0
0.49,5807,0,0,0.49
0.49,5808,0,0,0.49
0.45,5809,0,0,0.45
0.54,5810,0,0.54,0
0.58,5811,0,0.58,0
0.46,5812,0,0,0.46
0.48,5813,0,0,0.48
0.52,5814,0,0.52,0
0.45,5815,0,0,0.45
0.47,5816,0,0,0.47
0.43,5817,0,0,0.43
0.51,5818,0,0.51,0
0.48,5819,0,0,0.48
0.6,5820,0,0.6,0
0.55,5821,0,0.55,0
0.5,5822,0,0.5,0
0.47,5823,0,0,0.47
0.49,5824,0,0,0.49
0.49,5825,0,0,0.49
0.47,5826,0,0,0.47
0.53,5827,0,0.53,0
0.54,5828,0,0.54,0
0.54,5829,0,0.54,0
0.46,5830,0,0,0.46
0.5,5831,0,0.5,0
0.52,5832,0,0.52,0
0.43,5833,0,0,0.43
0.56,5834,0,0.56,0
0.57,5835,0,0.57,0
0.5,5836,0,0.5,0
0.52,5837,0,0.52,0
0.43,5838,0,0,0.43
0.45,5839,0,0,0.45
0.42,5840,0,0,0.42
0.52,5841,0,0.52,0
0.42,5842,0,0,0.42
0.45,5843,0,0,0.45
0.52,5844,0,0.52,0
0.44,5845,0,0,0.44
0.47,5846,0,0,0.47
0.51,5847,0,0.51,0
0.47,5848,0,0,0.47
0.51,5849,0,0.51,0
0.41,5850,0,0,0.41
0.53,5851,0,0.53,0
0.38,5852,0,0,0.38
0.48,5853,0,0,0.48
0.5,5854,0,0.5,0
0.4,5855,0,0,0.4
0.51,5856,0,0.51,0
0.51,5857,0,0.51,0
0.48,5858,0,0,0.48
0.42,5859,0,0,0.42
0.51,5860,0,0.51,0
0.48,5861,0,0,0.48
0.5,5862,0,0.5,0
0.51,5863,0,0.51,0
0.53,5864,0,0.53,0
0.49,5865,0,0,0.49
0.61,5866,0,0.61,0
0.48,5867,0,0,0.48
0.45,5868,0,0,0.45
0.48,5869,0,0,0.48
0.52,5870,0,0.52,0
0.48,5871,0,0,0.48
0.48,5872,0,0,0.48
0.5,5873,0,0.5,0
0.5,5874,0,0.5,0
0.57,5875,0,0.57,0
0.58,5876,0,0.58,0
0.53,5877,0,0.53,0
0.56,5878,0,0.56,0
0.5,5879,0,0.5,0
0.5,5880,0,0.5,0
0.48,5881,0,0,0.48
0.54,5882,0,0.54,0
0.5,5883,0,0.5,0
0.5,5884,0,0.5,0
0.48,5885,0,0,0.48
0.43,5886,0,0,0.43
0.59,5887,0,0.59,0
0.4,5888,0,0,0.4
0.44,5889,0,0,0.44
0.48,5890,0,0,0.48
0.52,5891,0,0.52,0
0.58,5892,0,0.58,0
0.49,5893,0,0,0.49
0.51,5894,0,0.51,0
0.47,5895,0,0,0.47
0.46,5896,0,0,0.46
0.57,5897,0,0.57,0
0.46,5898,0,0,0.46
0.54,5899,0,0.54,0
0.48,5900,0,0,0.48
0.55,5901,0,0.55,0
0.48,5902,0,0,0.48
0.43,5903,0,0,0.43
0.56,5904,0,0.56,0
0.44,5905,0,0,0.44
0.53,5906,0,0.53,0
0.5,5907,0,0.5,0
0.5,5908,0,0.5,0
0.52,5909,0,0.52,0
0.49,5910,0,0,0.49
0.58,5911,0,0.58,0
0.42,5912,0,0,0.42
0.54,5913,0,0.54,0
0.56,5914,0,0.56,0
0.54,5915,0,0.54,0
0.39,5916,0,0,0.39
0.46,5917,0,0,0.46
0.51,5918,0,0.51,0
0.55,5919,0,0.55,0
0.5,5920,0,0.5,0
0.54,5921,0,0.54,0
0.52,5922,0,0.52,0
0.57,5923,0,0.57,0
0.5,5924,0,0.5,0
0.52,5925,0,0.52,0
0.54,5926,0,0.54,0
0.46,5927,0,0,0.46
0.47,5928,0,0,0.47
0.5,5929,0,0.5,0
0.46,5930,0,0,0.46
0.49,5931,0,0,0.49
0.45,5932,0,0,0.45
0.49,5933,0,0,0.49
0.46,5934,0,0,0.46
0.58,5935,0,0.58,0
0.46,5936,0,0,0.46
0.46,5937,0,0,0.46
0.47,5938,0,0,0.47
0.45,5939,0,0,0.45
0.48,5940,0,0,0.48
0.49,5941,0,0,0.49
0.52,5942,0,0.52,0
0.42,5943,0,0,0.42
0.54,5944,0,0.54,0
0.55,5945,0,0.55,0
0.49,5946,0,0,0.49
0.53,5947,0,0.53,0
0.48,5948,0,0,0.48
0.5,5949,0,0.5,0
0.63,5950,0,0.63,0
0.57,5951,0,0.57,0
0.48,5952,0,0,0.48
0.47,5953,0,0,0.47
0.55,5954,0,0.55,0
0.49,5955,0,0,0.49
0.45,5956,0,0,0.45
0.48,5957,0,0,0.48
