iteration,windtexter,application,total_cost,probability_type,probability_cost
139,Baseline,millitary,55.8,interception_cost,3.0
139,Full,millitary,6.1,interception_cost,1.14
140,Partial,private,55.2,interception_cost,42.0
140,Baseline,millitary,170.67,interception_cost,2.67
141,Baseline,private,105.0,interception_cost,3.0
141,Baseline,commercial,516.0,interception_cost,432.0
141,Full,commercial,85.71,interception_cost,0.57
141,Baseline,government,128.57,interception_cost,2.57
141,Partial,government,42.17,interception_cost,2.57
141,Full,government,42.17,interception_cost,13.2
141,Partial,millitary,55.8,interception_cost,3.0
142,Baseline,millitary,460.8,interception_cost,408.0
143,Full,government,11.57,interception_cost,13.2
143,Partial,millitary,171.43,interception_cost,3.43
144,Baseline,private,13.95,interception_cost,0.75
144,Full,private,14.06,interception_cost,0.22
144,Full,commercial,28.11,interception_cost,0.57
144,Full,millitary,15.43,interception_cost,56.0
145,Baseline,private,115.2,interception_cost,13.2
145,Partial,commercial,85.71,interception_cost,1.71
145,Full,commercial,85.71,interception_cost,0.57
145,Baseline,government,79.2,interception_cost,39.6
146,Full,private,45.0,interception_cost,14.0
146,Partial,government,42.17,interception_cost,2.57
146,Baseline,millitary,220.8,interception_cost,168.0
147,Partial,private,55.2,interception_cost,13.2
147,Baseline,commercial,205.33,interception_cost,1.33
147,Partial,commercial,90.0,interception_cost,6.0
148,Partial,private,42.75,interception_cost,0.75
148,Full,private,42.75,interception_cost,0.29
148,Baseline,commercial,85.71,interception_cost,1.71
148,Full,government,4.25,interception_cost,0.75
148,Partial,millitary,220.8,interception_cost,168.0
149,Baseline,commercial,230.4,interception_cost,26.4
149,Full,commercial,3.04,interception_cost,8.8
149,Full,government,4.57,interception_cost,42.0
150,Partial,private,13.95,interception_cost,0.75
150,Full,private,13.95,interception_cost,0.25
150,Baseline,commercial,433.71,interception_cost,1.71
150,Full,government,11.25,interception_cost,3.0
150,Partial,millitary,171.43,interception_cost,3.43
151,Partial,private,55.2,interception_cost,42.0
151,Baseline,commercial,433.33,interception_cost,1.33
151,Partial,commercial,110.4,interception_cost,84.0
151,Full,commercial,110.4,interception_cost,0.57
151,Baseline,government,79.2,interception_cost,39.6
151,Partial,government,128.57,interception_cost,2.57
151,Baseline,millitary,180.0,interception_cost,12.0
152,Baseline,private,55.2,interception_cost,13.2
152,Partial,private,14.06,interception_cost,0.86
152,Partial,government,41.6,interception_cost,2.0
152,Full,government,41.6,interception_cost,0.67
152,Baseline,millitary,411.43,interception_cost,3.43
153,Baseline,commercial,85.71,interception_cost,1.71
153,Partial,commercial,85.5,interception_cost,1.5
153,Full,commercial,85.5,interception_cost,0.57
153,Baseline,government,774.0,interception_cost,126.0
153,Partial,government,165.6,interception_cost,126.0
153,Baseline,millitary,56.23,interception_cost,3.43
153,Partial,millitary,55.47,interception_cost,2.67
153,Full,millitary,55.47,interception_cost,1.14
154,Baseline,commercial,288.0,interception_cost,84.0
154,Full,government,5.14,interception_cost,42.0
154,Baseline,millitary,576.0,interception_cost,168.0
154,Partial,millitary,55.8,interception_cost,3.0
154,Full,millitary,55.8,interception_cost,56.0
155,Partial,private,42.75,interception_cost,0.75
155,Full,private,42.75,interception_cost,0.29
155,Full,commercial,3.21,interception_cost,28.0
155,Full,government,4.5,interception_cost,13.2
155,Full,millitary,6.86,interception_cost,56.0
156,Full,private,42.67,interception_cost,0.29
156,Baseline,commercial,458.4,interception_cost,432.0
156,Full,government,4.82,interception_cost,42.0
156,Baseline,millitary,64.8,interception_cost,12.0
156,Partial,millitary,56.23,interception_cost,3.43
157,Full,private,42.67,interception_cost,4.4
157,Baseline,commercial,27.73,interception_cost,1.33
157,Partial,commercial,28.11,interception_cost,1.71
157,Full,commercial,28.11,interception_cost,0.44
157,Baseline,government,135.0,interception_cost,9.0
157,Partial,government,128.0,interception_cost,2.0
157,Full,millitary,5.67,interception_cost,1.14
158,Baseline,private,229.2,interception_cost,216.0
158,Partial,private,42.67,interception_cost,0.67
158,Baseline,commercial,210.0,interception_cost,6.0
158,Baseline,millitary,180.0,interception_cost,12.0
158,Partial,millitary,171.0,interception_cost,3.0
159,Partial,government,165.6,interception_cost,39.6
159,Full,government,165.6,interception_cost,0.75
159,Partial,millitary,171.43,interception_cost,3.43
160,Full,private,42.75,interception_cost,0.29
160,Full,commercial,3.21,interception_cost,0.44
160,Partial,government,128.57,interception_cost,2.57
160,Full,millitary,6.43,interception_cost,0.89
161,Partial,private,13.87,interception_cost,0.67
161,Full,commercial,28.11,interception_cost,0.57
161,Baseline,government,165.6,interception_cost,126.0
161,Partial,government,165.6,interception_cost,126.0
161,Full,government,165.6,interception_cost,42.0
162,Partial,private,42.86,interception_cost,0.86
162,Baseline,commercial,168.0,interception_cost,84.0
162,Full,commercial,3.04,interception_cost,0.44
162,Baseline,government,165.6,interception_cost,126.0
163,Baseline,private,16.2,interception_cost,3.0
163,Full,private,13.95,interception_cost,0.22
163,Partial,commercial,110.4,interception_cost,26.4
163,Full,government,5.14,interception_cost,0.67
163,Full,millitary,6.43,interception_cost,0.89
164,Baseline,private,115.2,interception_cost,102.0
164,Partial,private,42.67,interception_cost,0.67
165,Full,private,1.34,interception_cost,0.29
165,Baseline,commercial,205.33,interception_cost,1.33
165,Baseline,government,79.2,interception_cost,39.6
165,Partial,millitary,220.8,interception_cost,168.0
165,Full,millitary,220.8,interception_cost,1.0
166,Baseline,private,42.75,interception_cost,0.75
166,Partial,private,42.67,interception_cost,0.67
166,Baseline,commercial,110.4,interception_cost,26.4
166,Full,government,4.57,interception_cost,42.0
167,Partial,private,42.67,interception_cost,0.67
167,Full,private,42.67,interception_cost,0.25
167,Partial,commercial,32.4,interception_cost,6.0
167,Baseline,millitary,220.8,interception_cost,52.8
167,Partial,millitary,55.8,interception_cost,3.0
168,Baseline,government,42.17,interception_cost,2.57
168,Full,government,4.57,interception_cost,42.0
169,Full,private,1.72,interception_cost,0.25
169,Full,millitary,6.1,interception_cost,56.0
170,Full,private,1.5,interception_cost,0.29
170,Full,commercial,27.73,interception_cost,0.57
170,Baseline,government,687.6,interception_cost,648.0
170,Baseline,millitary,816.0,interception_cost,408.0
171,Baseline,commercial,230.4,interception_cost,26.4
171,Partial,commercial,85.71,interception_cost,1.71
171,Partial,government,41.85,interception_cost,2.25
171,Partial,millitary,171.43,interception_cost,3.43
172,Partial,government,48.6,interception_cost,9.0
172,Full,government,48.6,interception_cost,0.86
172,Baseline,millitary,180.0,interception_cost,12.0
172,Partial,millitary,220.8,interception_cost,52.8
172,Full,millitary,220.8,interception_cost,1.0
173,Partial,commercial,52.8,interception_cost,26.4
173,Baseline,millitary,336.0,interception_cost,168.0
173,Full,millitary,6.1,interception_cost,1.14
174,Baseline,private,16.2,interception_cost,3.0
174,Full,private,1.53,interception_cost,0.29
174,Baseline,commercial,27.9,interception_cost,1.5
174,Partial,commercial,52.8,interception_cost,26.4
174,Baseline,government,79.2,interception_cost,39.6
174,Full,millitary,56.23,interception_cost,17.6
175,Partial,private,14.06,interception_cost,0.86
175,Full,government,4.57,interception_cost,0.75
175,Partial,millitary,105.6,interception_cost,52.8
175,Full,millitary,105.6,interception_cost,0.89
176,Full,commercial,7.71,interception_cost,0.57
176,Baseline,government,345.6,interception_cost,306.0
177,Baseline,private,42.75,interception_cost,0.75
177,Partial,private,14.06,interception_cost,0.86
177,Full,commercial,85.71,interception_cost,0.5
177,Baseline,millitary,816.0,interception_cost,408.0
177,Partial,millitary,56.23,interception_cost,3.43
178,Baseline,private,26.4,interception_cost,13.2
178,Partial,private,55.2,interception_cost,13.2
178,Baseline,commercial,433.71,interception_cost,1.71
178,Full,commercial,3.21,interception_cost,0.57
178,Partial,government,128.25,interception_cost,2.25
178,Baseline,millitary,55.47,interception_cost,2.67
178,Partial,millitary,220.8,interception_cost,52.8
179,Full,private,1.5,interception_cost,0.25
179,Partial,commercial,28.11,interception_cost,1.71
179,Partial,government,41.6,interception_cost,2.0
179,Partial,millitary,171.0,interception_cost,3.0
180,Partial,private,26.4,interception_cost,13.2
180,Full,government,4.82,interception_cost,0.67
180,Partial,millitary,220.8,interception_cost,52.8
181,Baseline,commercial,168.0,interception_cost,84.0
181,Full,commercial,3.04,interception_cost,0.5
181,Partial,government,165.6,interception_cost,126.0
181,Baseline,millitary,170.67,interception_cost,2.67
182,Partial,private,16.2,interception_cost,3.0
182,Full,private,16.2,interception_cost,0.29
182,Full,government,4.0,interception_cost,13.2
183,Baseline,private,42.86,interception_cost,0.86
183,Partial,private,45.0,interception_cost,3.0
183,Baseline,commercial,230.4,interception_cost,204.0
183,Full,millitary,5.67,interception_cost,17.6
184,Partial,private,42.86,interception_cost,0.86
184,Baseline,commercial,288.0,interception_cost,204.0
184,Full,commercial,3.04,interception_cost,2.0
184,Full,government,4.57,interception_cost,0.67
185,Baseline,private,84.0,interception_cost,42.0
185,Baseline,government,48.6,interception_cost,9.0
185,Full,government,4.82,interception_cost,0.86
185,Partial,millitary,220.8,interception_cost,168.0
186,Baseline,millitary,56.23,interception_cost,3.43
186,Partial,millitary,171.0,interception_cost,3.0
186,Full,millitary,171.0,interception_cost,56.0
187,Baseline,private,102.67,interception_cost,0.67
187,Partial,private,14.06,interception_cost,0.86
187,Full,private,14.06,interception_cost,0.29
187,Baseline,commercial,168.0,interception_cost,84.0
187,Full,government,4.57,interception_cost,42.0
188,Baseline,private,16.2,interception_cost,3.0
188,Partial,private,84.0,interception_cost,42.0
188,Baseline,commercial,210.0,interception_cost,6.0
188,Full,commercial,2.66,interception_cost,0.57
188,Partial,millitary,171.0,interception_cost,3.0
188,Full,millitary,171.0,interception_cost,1.14
189,Full,private,1.72,interception_cost,4.4
189,Baseline,commercial,28.11,interception_cost,1.71
189,Partial,government,128.57,interception_cost,2.57
189,Full,government,128.57,interception_cost,0.67
190,Full,commercial,3.42,interception_cost,0.57
190,Partial,government,135.0,interception_cost,9.0
190,Full,government,135.0,interception_cost,13.2
190,Partial,millitary,171.43,interception_cost,3.43
191,Baseline,private,14.06,interception_cost,0.86
191,Baseline,government,252.0,interception_cost,126.0
191,Partial,government,128.57,interception_cost,2.57
192,Partial,private,13.95,interception_cost,0.75
192,Full,private,13.95,interception_cost,0.25
192,Baseline,commercial,110.4,interception_cost,84.0
192,Partial,government,42.17,interception_cost,2.57
192,Full,government,42.17,interception_cost,0.75
192,Baseline,millitary,180.0,interception_cost,12.0
192,Full,millitary,170.67,interception_cost,56.0
193,Baseline,private,13.95,interception_cost,0.75
193,Partial,private,42.75,interception_cost,0.75
193,Baseline,commercial,27.9,interception_cost,1.5
193,Full,commercial,32.4,interception_cost,0.5
193,Baseline,government,252.0,interception_cost,126.0
193,Partial,millitary,171.0,interception_cost,3.0
194,Baseline,private,102.75,interception_cost,0.75
194,Partial,private,14.06,interception_cost,0.86
194,Partial,commercial,85.33,interception_cost,1.33
194,Partial,government,128.57,interception_cost,2.57
194,Full,government,128.57,interception_cost,0.86
195,Full,commercial,28.11,interception_cost,0.57
195,Baseline,government,42.17,interception_cost,2.57
195,Full,government,4.82,interception_cost,0.75
195,Baseline,millitary,336.0,interception_cost,168.0
196,Baseline,private,229.2,interception_cost,216.0
196,Full,private,1.61,interception_cost,4.4
196,Baseline,commercial,205.5,interception_cost,1.5
196,Partial,commercial,110.4,interception_cost,26.4
196,Baseline,government,687.6,interception_cost,39.6
196,Full,government,42.17,interception_cost,13.2
196,Baseline,millitary,105.6,interception_cost,52.8
196,Partial,millitary,220.8,interception_cost,168.0
197,Full,millitary,6.43,interception_cost,56.0
198,Baseline,private,102.67,interception_cost,0.67
198,Partial,commercial,52.8,interception_cost,26.4
198,Full,government,135.0,interception_cost,0.67
199,Full,private,1.61,interception_cost,0.29
199,Baseline,commercial,458.4,interception_cost,26.4
199,Baseline,government,79.2,interception_cost,39.6
199,Full,government,4.82,interception_cost,42.0
200,Baseline,private,13.95,interception_cost,0.75
200,Full,private,1.53,interception_cost,4.4
200,Baseline,government,954.0,interception_cost,306.0
200,Full,millitary,5.34,interception_cost,56.0
201,Baseline,private,42.75,interception_cost,0.75
201,Baseline,commercial,230.4,interception_cost,26.4
201,Baseline,government,687.6,interception_cost,648.0
201,Full,government,4.82,interception_cost,0.67
202,Baseline,private,55.2,interception_cost,42.0
202,Partial,private,42.86,interception_cost,0.86
202,Full,private,42.86,interception_cost,4.4
202,Baseline,commercial,28.11,interception_cost,1.71
202,Full,government,4.5,interception_cost,0.86
203,Baseline,commercial,28.11,interception_cost,1.71
203,Partial,commercial,27.73,interception_cost,1.33
203,Baseline,millitary,105.6,interception_cost,52.8
204,Baseline,private,26.4,interception_cost,13.2
204,Full,government,4.57,interception_cost,13.2
205,Full,commercial,2.83,interception_cost,0.57
205,Full,government,5.14,interception_cost,42.0
205,Baseline,millitary,170.67,interception_cost,2.67
206,Baseline,private,204.0,interception_cost,102.0
206,Full,private,1.53,interception_cost,0.29
206,Baseline,government,315.0,interception_cost,9.0
206,Baseline,millitary,220.8,interception_cost,168.0
207,Baseline,private,42.86,interception_cost,0.86
207,Partial,private,14.06,interception_cost,0.86
207,Baseline,government,135.0,interception_cost,9.0
207,Partial,government,128.57,interception_cost,2.57
207,Baseline,millitary,170.67,interception_cost,2.67
208,Partial,private,42.86,interception_cost,0.86
208,Partial,millitary,55.47,interception_cost,2.67
209,Full,private,3.75,interception_cost,14.0
209,Baseline,government,41.85,interception_cost,2.25
209,Full,government,128.57,interception_cost,0.86
209,Baseline,millitary,56.23,interception_cost,3.43
210,Baseline,commercial,52.8,interception_cost,26.4
210,Baseline,government,41.85,interception_cost,2.25
210,Full,government,128.25,interception_cost,0.67
211,Baseline,private,115.2,interception_cost,102.0
211,Partial,private,84.0,interception_cost,42.0
211,Full,government,4.25,interception_cost,0.67
211,Baseline,millitary,1032.0,interception_cost,168.0
212,Partial,private,55.2,interception_cost,13.2
